word,rarity,reason
Jimmy,4,duplicate-after-lowercasing
jours,4,excluded-root:jour
Judas,4,duplicate-after-lowercasing
kafir,4,"excluded-usage:abbreviation;excluded-usage:offensive,slur"
Kakao,4,capitalized-only-without-lowercase-source
Kambo,4,capitalized-only-without-lowercase-source
Kappa,4,duplicate-after-lowercasing
Karen,4,capitalized-only-without-lowercase-source
Kelly,4,capitalized-only-without-lowercase-source
Kerry,4,capitalized-only-without-lowercase-source
Khmer,4,capitalized-only-without-lowercase-source
Khoja,4,capitalized-only-without-lowercase-source
Kings,4,duplicate-after-lowercasing
Kongo,4,duplicate-after-lowercasing
Koran,4,capitalized-only-without-lowercase-source
Kraut,4,duplicate-after-lowercasing
KSLOC,4,capitalized-only-without-lowercase-source
labda,4,obsolete-or-invalid-form
Ladin,4,capitalized-only-without-lowercase-source
lapis,4,excluded-usage:abbreviation
Laser,4,duplicate-after-lowercasing
Latin,4,capitalized-only-without-lowercase-source
leche,4,obsolete-or-invalid-form
legge,4,obsolete-or-invalid-form
Lemko,4,capitalized-only-without-lowercase-source
LIBOR,4,capitalized-only-without-lowercase-source
Libra,4,duplicate-after-lowercasing
Limbo,4,duplicate-after-lowercasing
litro,4,excluded-usage:abbreviation
loony,3,excluded-usage:offensive
Lords,4,duplicate-after-lowercasing
Louis,4,duplicate-after-lowercasing
macao,3,obsolete-or-invalid-form
maine,2,obsolete-or-invalid-form
Malay,4,capitalized-only-without-lowercase-source
Maler,4,duplicate-after-lowercasing
Maori,4,capitalized-only-without-lowercase-source
Mario,4,capitalized-only-without-lowercase-source
Mason,4,duplicate-after-lowercasing
Maxim,4,duplicate-after-lowercasing
McJob,4,capitalized-only-without-lowercase-source
meare,4,obsolete-or-invalid-form
Mecca,4,capitalized-only-without-lowercase-source
merde,4,excluded-usage:vulgar
Metis,4,duplicate-after-lowercasing
Miami,4,capitalized-only-without-lowercase-source
MILFs,4,capitalized-only-without-lowercase-source
Mixer,4,duplicate-after-lowercasing
Mogul,4,duplicate-after-lowercasing
Molly,4,duplicate-after-lowercasing
Moose,4,duplicate-after-lowercasing
Morse,4,capitalized-only-without-lowercase-source
MOTAS,4,capitalized-only-without-lowercase-source
MOTOS,4,capitalized-only-without-lowercase-source
MOTSS,4,capitalized-only-without-lowercase-source
mtDNA,4,capitalized-only-without-lowercase-source
mtRNA,4,capitalized-only-without-lowercase-source
musta,4,excluded-usage:abbreviation
NAAFI,4,capitalized-only-without-lowercase-source
Nance,4,capitalized-only-without-lowercase-source
nancy,2,excluded-usage:offensive
Nancy,4,excluded-usage:offensive
neger,4,excluded-usage:offensive
Negro,4,duplicate-after-lowercasing
neice,4,excluded-usage:misspelling
Nigel,4,capitalized-only-without-lowercase-source
nigra,4,"excluded-usage:offensive,slur"
NIMBY,4,duplicate-after-lowercasing
Nippy,4,duplicate-after-lowercasing
nobel,4,excluded-usage:misspelling
Nokia,4,capitalized-only-without-lowercase-source
Norse,4,capitalized-only-without-lowercase-source
NSAID,4,capitalized-only-without-lowercase-source
objet,4,excluded-usage:abbreviation
offre,4,obsolete-or-invalid-form
Ogham,4,capitalized-only-without-lowercase-source
Omani,4,capitalized-only-without-lowercase-source
Omega,4,duplicate-after-lowercasing
ordre,4,obsolete-or-invalid-form
Oriya,4,capitalized-only-without-lowercase-source
Oscar,4,capitalized-only-without-lowercase-source
Ouija,4,capitalized-only-without-lowercase-source
ouvre,4,excluded-usage:misspelling
Paddy,4,duplicate-after-lowercasing
Padre,4,duplicate-after-lowercasing
paine,4,obsolete-or-invalid-form
paire,4,obsolete-or-invalid-form
Papua,4,capitalized-only-without-lowercase-source
parte,4,obsolete-or-invalid-form
Pause,4,duplicate-after-lowercasing
PAYGO,4,capitalized-only-without-lowercase-source
Peach,4,duplicate-after-lowercasing
Peeps,4,duplicate-after-lowercasing
Pepsi,4,capitalized-only-without-lowercase-source
Percy,4,capitalized-only-without-lowercase-source
Peter,4,duplicate-after-lowercasing
PICOW,4,capitalized-only-without-lowercase-source
Piper,4,duplicate-after-lowercasing
PIVKA,4,capitalized-only-without-lowercase-source
platt,4,obsolete-or-invalid-form
Poles,4,capitalized-only-without-lowercase-source
Porto,4,duplicate-after-lowercasing
POTUS,4,capitalized-only-without-lowercase-source
Provo,4,duplicate-after-lowercasing
Pruss,4,capitalized-only-without-lowercase-source
Punch,4,duplicate-after-lowercasing
queef,4,excluded-usage:vulgar
quino,4,obsolete-or-invalid-form
Rabbi,4,duplicate-after-lowercasing
Ratte,4,capitalized-only-without-lowercase-source
Rebel,4,duplicate-after-lowercasing
reede,4,obsolete-or-invalid-form
Reich,4,capitalized-only-without-lowercase-source
rinde,4,obsolete-or-invalid-form
Robin,4,duplicate-after-lowercasing
Roger,4,duplicate-after-lowercasing
Roman,4,duplicate-after-lowercasing
Romeo,4,capitalized-only-without-lowercase-source
Runic,4,capitalized-only-without-lowercase-source
Saami,4,capitalized-only-without-lowercase-source
sabra,4,capitalized-root:Sabra
Santa,4,capitalized-only-without-lowercase-source
sarvo,4,excluded-usage:abbreviation
Satan,4,capitalized-root:Satan
satan,3,capitalized-root:Satan
satis,4,excluded-usage:abbreviation
Savoy,4,capitalized-only-without-lowercase-source
Sayed,4,capitalized-only-without-lowercase-source
Seppo,4,capitalized-only-without-lowercase-source
SFAIK,4,capitalized-only-without-lowercase-source
Shiah,4,capitalized-only-without-lowercase-source
shite,4,excluded-usage:vulgar
shits,4,excluded-root:shit
Shona,4,capitalized-only-without-lowercase-source
SHTML,4,capitalized-only-without-lowercase-source
Simon,4,capitalized-only-without-lowercase-source
Sinti,4,capitalized-only-without-lowercase-source
SNAFU,4,duplicate-after-lowercasing
Sodom,4,capitalized-only-without-lowercase-source
SONET,4,capitalized-only-without-lowercase-source
sonne,4,obsolete-or-invalid-form
sorte,4,obsolete-or-invalid-form
spack,4,excluded-usage:offensive
spazz,4,excluded-root:spaz
SPECT,4,capitalized-only-without-lowercase-source
squaw,4,"excluded-usage:offensive,slur"
SQUID,4,duplicate-after-lowercasing
SSNRI,4,capitalized-only-without-lowercase-source
SSRIB,4,capitalized-only-without-lowercase-source
Start,4,duplicate-after-lowercasing
State,4,duplicate-after-lowercasing
Steen,4,duplicate-after-lowercasing
Steve,4,capitalized-only-without-lowercase-source
Stick,4,duplicate-after-lowercasing
Stoic,4,duplicate-after-lowercasing
SUDEP,4,capitalized-only-without-lowercase-source
sulla,4,"excluded-usage:offensive,slur"
Sunna,4,capitalized-only-without-lowercase-source
Sunni,4,capitalized-only-without-lowercase-source
Suomi,4,capitalized-only-without-lowercase-source
Surat,4,duplicate-after-lowercasing
Susan,4,capitalized-only-without-lowercase-source
Sushi,4,duplicate-after-lowercasing
Sutra,4,duplicate-after-lowercasing
Swati,4,capitalized-only-without-lowercase-source
Swede,4,duplicate-after-lowercasing
Swiss,4,capitalized-only-without-lowercase-source
SYSOP,4,duplicate-after-lowercasing
Taffy,4,duplicate-after-lowercasing
Tajik,4,capitalized-only-without-lowercase-source
Tamil,4,capitalized-only-without-lowercase-source
Tatar,4,capitalized-only-without-lowercase-source
Tempo,4,duplicate-after-lowercasing
TESOL,4,capitalized-only-without-lowercase-source
Tests,4,capitalized-only-without-lowercase-source
Texan,4,capitalized-only-without-lowercase-source
thier,4,excluded-usage:misspelling
Thing,4,duplicate-after-lowercasing
Thurs,4,capitalized-only-without-lowercase-source
Tiger,4,duplicate-after-lowercasing
tigre,4,obsolete-or-invalid-form
Tigre,4,obsolete-or-invalid-form
Tilly,4,duplicate-after-lowercasing
Titan,4,duplicate-after-lowercasing
TOEFL,4,capitalized-only-without-lowercase-source
Tommy,4,capitalized-only-without-lowercase-source
Tonto,4,duplicate-after-lowercasing
Torah,4,capitalized-only-without-lowercase-source
Tower,4,duplicate-after-lowercasing
Turks,4,capitalized-only-without-lowercase-source
twunt,4,excluded-usage:vulgar
Ugric,4,capitalized-only-without-lowercase-source
Union,4,duplicate-after-lowercasing
Uzbek,4,capitalized-only-without-lowercase-source
vamos,4,obsolete-or-invalid-form
Varna,4,duplicate-after-lowercasing
Venda,4,capitalized-only-without-lowercase-source
Venus,4,duplicate-after-lowercasing
Vespa,4,capitalized-only-without-lowercase-source
Virgo,4,capitalized-only-without-lowercase-source
Volga,4,capitalized-only-without-lowercase-source
Volvo,4,capitalized-only-without-lowercase-source
vysar,4,obsolete-or-invalid-form
Welsh,4,capitalized-only-without-lowercase-source
WGWAG,4,capitalized-only-without-lowercase-source
White,4,duplicate-after-lowercasing
whore,3,excluded-usage:vulgar
wilde,4,obsolete-or-invalid-form
Wills,4,capitalized-only-without-lowercase-source
wiver,4,obsolete-or-invalid-form
Wolof,4,capitalized-only-without-lowercase-source
wymyn,4,excluded-usage:nonstandard
Xerox,4,duplicate-after-lowercasing
Xhosa,4,capitalized-only-without-lowercase-source
Yahoo,4,duplicate-after-lowercasing
Zebra,4,duplicate-after-lowercasing
abassi,4,obsolete-or-invalid-form
Abbasi,4,capitalized-only-without-lowercase-source
abbrev,4,cyclic-reference:abbrev
Abdals,4,capitalized-only-without-lowercase-source
Achean,4,capitalized-only-without-lowercase-source
Acteon,4,capitalized-only-without-lowercase-source
Adonis,4,capitalized-only-without-lowercase-source
Adrian,4,capitalized-only-without-lowercase-source
Afghan,4,duplicate-after-lowercasing
Africa,4,capitalized-only-without-lowercase-source
Aghori,4,capitalized-only-without-lowercase-source
Alaska,4,capitalized-only-without-lowercase-source
Albert,4,capitalized-only-without-lowercase-source
Alpine,4,duplicate-after-lowercasing
Amazon,4,duplicate-after-lowercasing
Ameche,4,capitalized-only-without-lowercase-source
Amuzgo,4,capitalized-only-without-lowercase-source
Ancona,4,capitalized-only-without-lowercase-source
Andean,4,capitalized-only-without-lowercase-source
Angola,4,capitalized-only-without-lowercase-source
Ankara,4,capitalized-only-without-lowercase-source
Ansatz,4,duplicate-after-lowercasing
Apache,4,capitalized-only-without-lowercase-source
Apollo,4,duplicate-after-lowercasing
approx,4,cyclic-reference:approx
Arabic,4,capitalized-only-without-lowercase-source
Archie,4,capitalized-only-without-lowercase-source
arcmin,4,excluded-usage:abbreviation
arcsec,4,excluded-usage:abbreviation
Arctic,4,duplicate-after-lowercasing
Arthur,4,capitalized-only-without-lowercase-source
Aruban,4,capitalized-only-without-lowercase-source
asshat,4,excluded-usage:vulgar
Athena,4,capitalized-only-without-lowercase-source
attrib,4,excluded-usage:abbreviation
auctor,4,obsolete-or-invalid-form
Aussie,4,capitalized-only-without-lowercase-source
Austin,4,capitalized-only-without-lowercase-source
autour,4,obsolete-or-invalid-form
Avesta,4,capitalized-only-without-lowercase-source
aweful,4,excluded-usage:misspelling;obsolete-or-invalid-form
Aymara,4,capitalized-only-without-lowercase-source
Babism,4,capitalized-only-without-lowercase-source
Babist,4,capitalized-only-without-lowercase-source
Bailey,4,duplicate-after-lowercasing
Balkan,4,capitalized-only-without-lowercase-source
BANANA,4,duplicate-after-lowercasing
Bangla,4,capitalized-only-without-lowercase-source
Barbie,4,duplicate-after-lowercasing
Basque,4,duplicate-after-lowercasing
Batman,4,duplicate-after-lowercasing
bawbag,4,excluded-usage:vulgar
Beamer,4,duplicate-after-lowercasing
Beaver,4,duplicate-after-lowercasing
Beluga,4,capitalized-only-without-lowercase-source
Bengal,4,capitalized-only-without-lowercase-source
benzin,4,obsolete-or-invalid-form
Berlin,4,capitalized-only-without-lowercase-source
blacky,4,"excluded-usage:offensive,slur"
Bogart,4,duplicate-after-lowercasing
Boglin,4,capitalized-only-without-lowercase-source
Boiler,4,duplicate-after-lowercasing
Bombay,4,capitalized-only-without-lowercase-source
Boston,4,capitalized-only-without-lowercase-source
Brazil,4,duplicate-after-lowercasing
Breton,4,capitalized-only-without-lowercase-source
Brewer,4,duplicate-after-lowercasing
Briton,4,capitalized-only-without-lowercase-source
Buddha,4,duplicate-after-lowercasing
Bunsen,4,capitalized-only-without-lowercase-source
Burger,4,duplicate-after-lowercasing
Burman,4,capitalized-only-without-lowercase-source
cabree,4,obsolete-or-invalid-form
Caesar,4,capitalized-only-without-lowercase-source
Canada,4,capitalized-only-without-lowercase-source
Cancer,4,duplicate-after-lowercasing
Canuck,4,capitalized-only-without-lowercase-source
Centum,4,duplicate-after-lowercasing
Charon,4,capitalized-only-without-lowercase-source
Chazal,4,capitalized-only-without-lowercase-source
Cherry,4,duplicate-after-lowercasing
CHONPS,4,capitalized-only-without-lowercase-source
Christ,4,capitalized-only-without-lowercase-source
Chypre,4,capitalized-only-without-lowercase-source
colore,4,obsolete-or-invalid-form
Contra,4,duplicate-after-lowercasing
coulda,4,excluded-usage:abbreviation
crappy,3,excluded-usage:vulgar
Creole,4,duplicate-after-lowercasing
Cretan,4,capitalized-only-without-lowercase-source
Cyprus,4,capitalized-only-without-lowercase-source
Dalton,4,duplicate-after-lowercasing
Damask,4,duplicate-after-lowercasing
dampne,4,obsolete-or-invalid-form
Daniel,4,duplicate-after-lowercasing
Danish,4,duplicate-after-lowercasing
Darren,4,capitalized-only-without-lowercase-source
Dasein,4,duplicate-after-lowercasing
Dexter,4,duplicate-after-lowercasing
Diablo,4,duplicate-after-lowercasing
Dingle,4,duplicate-after-lowercasing
Doctor,4,duplicate-after-lowercasing
Donald,4,capitalized-only-without-lowercase-source
Dorcas,4,capitalized-only-without-lowercase-source
downto,4,excluded-usage:misspelling
DPOAHC,4,capitalized-only-without-lowercase-source
dreame,4,obsolete-or-invalid-form
Easter,4,duplicate-after-lowercasing
Edward,4,capitalized-only-without-lowercase-source
EEPROM,4,capitalized-only-without-lowercase-source
Eeyore,4,capitalized-only-without-lowercase-source
Eocene,4,capitalized-only-without-lowercase-source
EpiPen,4,capitalized-only-without-lowercase-source
Epirot,4,capitalized-only-without-lowercase-source
Erinys,4,capitalized-only-without-lowercase-source
Eskimo,4,capitalized-only-without-lowercase-source
Europe,4,capitalized-only-without-lowercase-source
Fabian,4,capitalized-only-without-lowercase-source
fantom,4,obsolete-or-invalid-form
Father,4,duplicate-after-lowercasing
Fender,4,duplicate-after-lowercasing
ferior,4,excluded-usage:nonstandard
Fijian,4,capitalized-only-without-lowercase-source
FLOTUS,4,capitalized-only-without-lowercase-source
Frauen,4,capitalized-only-without-lowercase-source
French,4,duplicate-after-lowercasing
Friday,4,capitalized-only-without-lowercase-source
Friend,4,duplicate-after-lowercasing
fucked,4,excluded-root:fuck
fucker,4,"excluded-usage:offensive,vulgar;excluded-usage:vulgar"
fuckup,4,"excluded-usage:offensive,vulgar;excluded-usage:vulgar"
Gaelic,4,capitalized-only-without-lowercase-source
Geneva,4,capitalized-only-without-lowercase-source
Gentoo,4,capitalized-only-without-lowercase-source
George,4,capitalized-only-without-lowercase-source
Goidel,4,capitalized-only-without-lowercase-source
Gollum,4,capitalized-only-without-lowercase-source
Google,4,duplicate-after-lowercasing
Gordon,4,capitalized-only-without-lowercase-source
Gospel,4,duplicate-after-lowercasing
Gothic,4,duplicate-after-lowercasing
govorn,4,excluded-usage:misspelling
Grammy,4,capitalized-only-without-lowercase-source
Greeks,4,capitalized-only-without-lowercase-source
Greens,4,duplicate-after-lowercasing
Gullah,4,capitalized-only-without-lowercase-source
Gurage,4,capitalized-only-without-lowercase-source
Gurkha,4,capitalized-only-without-lowercase-source
gweilo,4,excluded-usage:slur
Hadean,4,capitalized-only-without-lowercase-source
Hammer,4,duplicate-after-lowercasing
Hangul,4,duplicate-after-lowercasing
Hannah,4,capitalized-only-without-lowercase-source
Harari,4,capitalized-only-without-lowercase-source
Hassid,4,capitalized-only-without-lowercase-source
Havana,4,capitalized-only-without-lowercase-source
HazMat,4,capitalized-only-without-lowercase-source
Hebrew,4,capitalized-only-without-lowercase-source
Hermes,4,capitalized-only-without-lowercase-source
Hitler,4,capitalized-only-without-lowercase-source
Hoover,4,duplicate-after-lowercasing
Hudson,4,capitalized-only-without-lowercase-source
Hummel,4,capitalized-only-without-lowercase-source
Hummer,4,duplicate-after-lowercasing
Humvee,4,duplicate-after-lowercasing
hunkey,4,excluded-root:hunky
Indian,4,capitalized-only-without-lowercase-source
Italic,4,duplicate-after-lowercasing
Jaguar,4,duplicate-after-lowercasing
Jammer,4,capitalized-only-without-lowercase-source
Jersey,4,duplicate-after-lowercasing
Jessie,4,capitalized-only-without-lowercase-source
Jesuit,4,capitalized-only-without-lowercase-source
Jewess,4,capitalized-only-without-lowercase-source
Jewish,4,capitalized-only-without-lowercase-source
Johnny,4,duplicate-after-lowercasing
Joseph,4,duplicate-after-lowercasing
Joshua,4,capitalized-only-without-lowercase-source
Jovian,4,capitalized-only-without-lowercase-source
Judges,4,duplicate-after-lowercasing
Junker,4,duplicate-after-lowercasing
Kabuki,4,duplicate-after-lowercasing
Kabyle,4,capitalized-only-without-lowercase-source
Kaiser,4,duplicate-after-lowercasing
Kamboh,4,capitalized-only-without-lowercase-source
Kamboj,4,capitalized-only-without-lowercase-source
Kambuj,4,capitalized-only-without-lowercase-source
Kazakh,4,capitalized-only-without-lowercase-source
keeped,4,excluded-usage:nonstandard
Kelvin,4,duplicate-after-lowercasing
Kenyan,4,capitalized-only-without-lowercase-source
Kevlar,4,duplicate-after-lowercasing
khyber,4,excluded-usage:abbreviation
Korean,4,capitalized-only-without-lowercase-source
Kramer,4,capitalized-only-without-lowercase-source
Kyrgyz,4,capitalized-only-without-lowercase-source
Ladino,4,duplicate-after-lowercasing
Lakota,4,capitalized-only-without-lowercase-source
Lamaze,4,capitalized-only-without-lowercase-source
Lapith,4,capitalized-only-without-lowercase-source
Latina,4,duplicate-after-lowercasing
Latine,4,capitalized-only-without-lowercase-source
Latino,4,duplicate-after-lowercasing
Laurel,4,duplicate-after-lowercasing
lettre,4,obsolete-or-invalid-form
Levant,4,capitalized-only-without-lowercase-source
liason,4,excluded-usage:misspelling
Libyan,4,capitalized-only-without-lowercase-source
Lisbon,4,capitalized-only-without-lowercase-source
Lojban,4,capitalized-only-without-lowercase-source
Lolita,4,duplicate-after-lowercasing
Lorenz,4,capitalized-only-without-lowercase-source
Ludlow,4,capitalized-only-without-lowercase-source
Madame,4,duplicate-after-lowercasing
Madras,4,duplicate-after-lowercasing
Magyar,4,capitalized-only-without-lowercase-source
Malian,4,capitalized-only-without-lowercase-source
Mallet,4,duplicate-after-lowercasing
Manchu,4,capitalized-only-without-lowercase-source
Manila,4,duplicate-after-lowercasing
Mankad,4,capitalized-only-without-lowercase-source
Maoism,4,capitalized-only-without-lowercase-source
Marian,4,capitalized-only-without-lowercase-source
Marine,4,duplicate-after-lowercasing
Martha,4,capitalized-only-without-lowercase-source
Master,4,duplicate-after-lowercasing
Mauser,4,capitalized-only-without-lowercase-source
Median,4,duplicate-after-lowercasing
mierda,4,excluded-usage:vulgar
minger,4,excluded-usage:offensive
Misses,4,capitalized-only-without-lowercase-source
Missus,4,duplicate-after-lowercasing
MMORPG,4,capitalized-only-without-lowercase-source
Moghul,4,capitalized-only-without-lowercase-source
Mohawk,4,duplicate-after-lowercasing
Moksha,4,duplicate-after-lowercasing
Monday,4,capitalized-only-without-lowercase-source
mongol,3,excluded-usage:offensive
Mongol,4,excluded-usage:offensive
morcel,4,obsolete-or-invalid-form
Morgan,4,duplicate-after-lowercasing
Mormon,4,duplicate-after-lowercasing
MOSFET,4,capitalized-only-without-lowercase-source
Moslem,4,capitalized-only-without-lowercase-source
Mother,4,duplicate-after-lowercasing
Muggle,4,duplicate-after-lowercasing
muppet,4,capitalized-root:Muppet
Muppet,4,capitalized-root:Muppet
Muslim,4,capitalized-only-without-lowercase-source
Nassau,4,capitalized-only-without-lowercase-source
Navajo,4,capitalized-only-without-lowercase-source
Nepali,4,capitalized-only-without-lowercase-source
Nereid,4,duplicate-after-lowercasing
niggaz,4,excluded-usage:nonstandard
niglet,4,"excluded-usage:offensive,slur"
Niuean,4,capitalized-only-without-lowercase-source
Norden,4,capitalized-only-without-lowercase-source
Norman,4,duplicate-after-lowercasing
Norrie,4,capitalized-only-without-lowercase-source
Norway,4,capitalized-only-without-lowercase-source
objets,4,excluded-root:objet
Ojibwe,4,capitalized-only-without-lowercase-source
Oliver,4,duplicate-after-lowercasing
Orange,4,duplicate-after-lowercasing
Orient,4,duplicate-after-lowercasing
Ottawa,4,capitalized-only-without-lowercase-source
Oxford,4,capitalized-only-without-lowercase-source
Packer,4,duplicate-after-lowercasing
Pamyat,4,capitalized-only-without-lowercase-source
Panama,4,capitalized-only-without-lowercase-source
panier,4,obsolete-or-invalid-form
Panzer,4,capitalized-only-without-lowercase-source
Papago,4,capitalized-only-without-lowercase-source
papist,4,excluded-usage:slur
partie,4,obsolete-or-invalid-form
Pashto,4,capitalized-only-without-lowercase-source
PEBCAK,4,capitalized-only-without-lowercase-source
phunky,4,excluded-usage:nonstandard
Pinyin,4,duplicate-after-lowercasing
Pisces,4,capitalized-only-without-lowercase-source
Pisgah,4,capitalized-only-without-lowercase-source
pissed,4,excluded-root:piss
Polish,4,duplicate-after-lowercasing
Powers,4,capitalized-only-without-lowercase-source
Prince,4,duplicate-after-lowercasing
punkin,4,excluded-usage:nonstandard
Python,4,duplicate-after-lowercasing
Qatari,4,capitalized-only-without-lowercase-source
Queens,4,capitalized-only-without-lowercase-source
QWERTY,4,duplicate-after-lowercasing
Rachel,4,capitalized-only-without-lowercase-source
Reader,4,duplicate-after-lowercasing
Reform,4,duplicate-after-lowercasing
Romaic,4,capitalized-only-without-lowercase-source
Romans,4,capitalized-only-without-lowercase-source
Romany,4,capitalized-only-without-lowercase-source
Russia,4,capitalized-only-without-lowercase-source
Sabbat,4,duplicate-after-lowercasing
Safavi,4,capitalized-only-without-lowercase-source
salugi,4,capitalized-root:Saluki
Salvos,4,capitalized-only-without-lowercase-source
Samian,4,capitalized-only-without-lowercase-source
Samoan,4,capitalized-only-without-lowercase-source
Saturn,4,capitalized-only-without-lowercase-source
Sayyid,4,capitalized-only-without-lowercase-source
Scotch,4,duplicate-after-lowercasing
Scouse,4,capitalized-only-without-lowercase-source
Segway,4,capitalized-only-without-lowercase-source
Septic,4,duplicate-after-lowercasing
Shaker,4,duplicate-after-lowercasing
Sharia,4,duplicate-after-lowercasing
Sharon,4,capitalized-only-without-lowercase-source
Shiite,4,capitalized-only-without-lowercase-source
shitty,4,excluded-usage:vulgar
shlong,4,excluded-root:schlong
SHRIMP,4,duplicate-after-lowercasing
Sindhi,4,capitalized-only-without-lowercase-source
Singer,4,duplicate-after-lowercasing
Siouan,4,capitalized-only-without-lowercase-source
Slavic,4,capitalized-only-without-lowercase-source
Slinky,4,duplicate-after-lowercasing
Slovak,4,capitalized-only-without-lowercase-source
Somali,4,capitalized-only-without-lowercase-source
Sophia,4,capitalized-only-without-lowercase-source
Sophie,4,capitalized-only-without-lowercase-source
Sphinx,4,duplicate-after-lowercasing
Spiffy,4,duplicate-after-lowercasing
Stella,4,duplicate-after-lowercasing
Strine,4,capitalized-only-without-lowercase-source
Sufism,4,capitalized-only-without-lowercase-source
Sunday,4,capitalized-only-without-lowercase-source
Sunnah,4,capitalized-only-without-lowercase-source
Sussex,4,capitalized-only-without-lowercase-source
swound,4,obsolete-or-invalid-form
Syriac,4,capitalized-only-without-lowercase-source
Syrian,4,capitalized-only-without-lowercase-source
tabued,4,obsolete-or-invalid-form
Tajiki,4,capitalized-only-without-lowercase-source
Taoist,4,capitalized-only-without-lowercase-source
tardis,4,capitalized-root:Tardis
TARDIS,4,capitalized-root:Tardis
Tassie,4,capitalized-only-without-lowercase-source
Taurus,4,capitalized-only-without-lowercase-source
Telugu,4,capitalized-only-without-lowercase-source
Terran,4,capitalized-only-without-lowercase-source
Tetris,4,capitalized-only-without-lowercase-source
Thomas,4,capitalized-only-without-lowercase-source
thorpe,4,obsolete-or-invalid-form
thymus,4,excluded-usage:abbreviation
Tigger,4,capitalized-only-without-lowercase-source
Titian,4,duplicate-after-lowercasing
Tongan,4,capitalized-only-without-lowercase-source
Tonian,4,capitalized-only-without-lowercase-source
Toyota,4,capitalized-only-without-lowercase-source
tricep,4,excluded-usage:nonstandard
Trojan,4,duplicate-after-lowercasing
Tswana,4,capitalized-only-without-lowercase-source
Tupian,4,capitalized-only-without-lowercase-source
Turkey,4,duplicate-after-lowercasing
Turner,4,duplicate-after-lowercasing
Tuscan,4,capitalized-only-without-lowercase-source
Tyrone,4,capitalized-only-without-lowercase-source
unvail,4,obsolete-or-invalid-form
Vandal,4,duplicate-after-lowercasing
ventre,4,obsolete-or-invalid-form
Victor,4,duplicate-after-lowercasing
Viking,4,duplicate-after-lowercasing
Virgin,4,duplicate-after-lowercasing
Vulcan,4,capitalized-only-without-lowercase-source
Wahabi,4,capitalized-only-without-lowercase-source
Walker,4,duplicate-after-lowercasing
wanker,4,excluded-usage:vulgar
westie,4,capitalized-root:Westie
Westie,4,capitalized-root:Westie
whores,3,excluded-root:whore
Wiccan,4,capitalized-only-without-lowercase-source
Wilton,4,capitalized-only-without-lowercase-source
Windex,4,capitalized-only-without-lowercase-source
Winter,4,duplicate-after-lowercasing
Wobbly,4,duplicate-after-lowercasing
Wonder,4,duplicate-after-lowercasing
Xanadu,4,capitalized-only-without-lowercase-source
Yahudi,4,capitalized-only-without-lowercase-source
Yamato,4,capitalized-only-without-lowercase-source
Yankee,4,capitalized-only-without-lowercase-source
yardie,4,capitalized-root:Yardie
Yemeni,4,capitalized-only-without-lowercase-source
Yoruba,4,capitalized-only-without-lowercase-source
Zuchon,4,capitalized-only-without-lowercase-source
Zucker,4,capitalized-only-without-lowercase-source
muslims,4,capitalized-root:Muslim
abassis,4,excluded-root:abassi
Abbasid,4,capitalized-only-without-lowercase-source
Abelian,4,duplicate-after-lowercasing
Abelite,4,capitalized-only-without-lowercase-source
abhored,4,excluded-usage:misspelling
Abilene,4,capitalized-only-without-lowercase-source
Abraham,4,capitalized-only-without-lowercase-source
absolut,4,obsolete-or-invalid-form
abyssus,4,obsolete-or-invalid-form
Acadian,4,capitalized-only-without-lowercase-source
accoast,4,obsolete-or-invalid-form
Achaean,4,capitalized-only-without-lowercase-source
Achaian,4,capitalized-only-without-lowercase-source
acolyth,4,obsolete-or-invalid-form
Admiral,4,duplicate-after-lowercasing
aenigma,4,obsolete-or-invalid-form
African,4,capitalized-only-without-lowercase-source
Alabama,4,capitalized-only-without-lowercase-source
Alfredo,4,capitalized-only-without-lowercase-source
allways,4,excluded-usage:misspelling
Amerind,4,capitalized-only-without-lowercase-source
Anaheim,4,capitalized-root:Anaheim
anaheim,4,capitalized-root:Anaheim
Android,4,duplicate-after-lowercasing
angelus,4,capitalized-root:Angelus
Angelus,4,capitalized-root:Angelus
Anglice,4,capitalized-only-without-lowercase-source
Angolan,4,capitalized-only-without-lowercase-source
apeshit,4,excluded-usage:vulgar
Apulian,4,capitalized-only-without-lowercase-source
Arabian,4,capitalized-only-without-lowercase-source
Aramaic,4,capitalized-only-without-lowercase-source
Arcadia,4,capitalized-only-without-lowercase-source
assoyle,4,obsolete-or-invalid-form
asswipe,4,"excluded-usage:offensive,vulgar;excluded-usage:vulgar"
Avestan,4,capitalized-only-without-lowercase-source
Azorian,4,capitalized-only-without-lowercase-source
Baalist,4,capitalized-only-without-lowercase-source
Bambara,4,capitalized-only-without-lowercase-source
Barnaby,4,capitalized-only-without-lowercase-source
Baroque,4,capitalized-only-without-lowercase-source
basicly,4,excluded-usage:misspelling
Beatles,4,capitalized-only-without-lowercase-source
Beehive,4,duplicate-after-lowercasing
Belgian,4,capitalized-only-without-lowercase-source
belleek,4,capitalized-root:Belleek
Bengali,4,capitalized-only-without-lowercase-source
Bentley,4,capitalized-only-without-lowercase-source
benzole,4,obsolete-or-invalid-form
Bermuda,4,capitalized-only-without-lowercase-source
Bigfoot,4,capitalized-only-without-lowercase-source
blackie,4,excluded-root:blacky
Blessed,4,duplicate-after-lowercasing
