word,lemma,esdb_pos
bugs,bug,ms
builds,build,ms
built,build,vd
bulbs,bulb,ns
bulged,bulge,vd
bulges,bulge,ms
bulgier,bulgy,aj1
bulging,bulge,vg
bulked,bulk,vd
bulkier,bulky,aj1
bulking,bulk,vg
bulks,bulk,ms
bulled,bull,vd
bullets,bullet,ns
bullied,bully,vd
bullies,bully,ms
bulling,bull,vg
bulls,bull,ms
bumbags,bumbag,ns
bumbled,bumble,vd
bumbles,bumble,vs
bummed,bum,vd
bummer,bum,aj1
bummers,bummer,ns
bummest,bum,aj2
bumming,bum,vg
bumped,bump,vd
bumpers,bumper,ns
bumpier,bumpy,aj1
bumping,bump,vg
bumps,bump,ms
bums,bum,ms
bunched,bunch,vd
bunches,bunch,ms
buncoed,bunco,vd
buncos,bunco,ns
buncos,bunco,vs
bundled,bundle,vd
bundles,bundle,ms
bunged,bung,vd
bungees,bungee,ns
bunging,bung,vg
bungled,bungle,vd
bungles,bungle,ms
bungs,bung,ms
bunions,bunion,ns
bunked,bunk,vd
bunkers,bunker,ns
bunking,bunk,vg
bunks,bunk,ms
bunnies,bunny,ns
buns,bun,ns
bunted,bunt,vd
bunting,bunt,vg
bunts,bunt,ms
buoyed,buoy,vd
buoying,buoy,vg
buoys,buoy,ms
burbled,burble,vd
burbles,burble,ns
burbles,burble,vs
burdens,burden,ms
bureaus,bureau,ns
burgers,burger,ns
burghs,burgh,ns
burgled,burgle,vd
burgles,burgle,vs
burgs,burg,ns
burials,burial,ns
buried,bury,vd
buries,bury,vs
burkas,burka,ns
burlier,burly,aj1
burls,burl,ns
burned,burn,vd
burners,burner,ns
burning,burn,vg
burns,burn,ms
burped,burp,vd
burping,burp,vg
burps,burp,ms
burred,burr,vd
burring,burr,vg
burros,burro,ns
burrows,burrow,ms
burrs,burr,ms
burs,bur,ns
bursae,bursa,ns
bursars,bursar,ns
bursts,burst,ms
burying,bury,vg
busbies,busby,ns
busboys,busboy,ns
bused,bus,vd
buses,bus,ns
buses,bus,vs
bushed,bush,vd
bushels,bushel,ms
bushes,bush,ms
bushier,bushy,aj1
bushing,bush,vg
bushmen,bushman,ns
busied,busy,vd
busier,busy,aj1
busies,busy,vs
busiest,busy,aj2
busing,bus,vg
busked,busk,vd
buskers,busker,ns
busking,busk,vg
buskins,buskin,ns
busks,busk,vs
bussed,buss,vd
busses,buss,ms
bussing,buss,vg
busted,bust,vd
busters,buster,ns
bustier,busty,aj1
busting,bust,vg
bustled,bustle,vd
bustles,bustle,ms
busts,bust,ms
busying,busy,vg
butcher,butch,aj1
butches,butch,ns
butlers,butler,ns
butted,butt,vd
butters,butter,vs
buttes,butte,ns
butties,butty,ns
butting,butt,vg
buttons,button,ms
butts,butt,ms
buyers,buyer,ns
buying,buy,vg
buyouts,buyout,ns
buys,buy,ms
buzzed,buzz,vd
buzzers,buzzer,ns
buzzes,buzz,ms
buzzing,buzz,vg
byes,by,ns
byes,bye,ns
bygones,bygone,ns
bylaws,bylaw,ns
bylines,byline,ns
bypaths,bypath,ns
byres,byre,ns
byroads,byroad,ns
bytes,byte,ns
byways,byway,ns
bywords,byword,ns
cabals,cabal,ns
cabanas,cabana,ns
cabbed,cab,vd
cabbies,cabby,ns
cabbing,cab,vg
cabers,caber,ns
cabins,cabin,ns
cabled,cable,vd
cables,cable,ms
cabling,cable,vg
cabs,cab,ms
cacaos,cacao,ns
cached,cache,vd
caches,cache,ms
cachets,cachet,ns
caching,cache,vg
cackled,cackle,vd
cackles,cackle,ms
cacti,cactus,ns
caddied,caddie,vd
caddied,caddy,vd
caddies,caddie,ms
caddies,caddy,ms
cadets,cadet,ns
cadged,cadge,vd
cadgers,cadger,ns
cadges,cadge,vs
cadging,cadge,vg
cadres,cadre,ns
cads,cad,ns
caducei,caduceus,ns
cafes,cafe,ns
caffs,caff,ns
caftans,caftan,ns
caged,cage,vd
cages,cage,ms
cagier,cagey,aj1
cagiest,cagey,aj2
caging,cage,vg
cahoots,cahoot,ns
caimans,caiman,ns
cairns,cairn,ns
cajoled,cajole,vd
cajoles,cajole,vs
caked,cake,vd
cakes,cake,ms
caking,cake,vg
calculi,calculus,ns
caliphs,caliph,ns
calked,calk,vd
calking,calk,vg
calks,calk,vs
callas,calla,ns
called,call,vd
callers,caller,ns
calling,call,vg
calls,call,ms
calmed,calm,vd
calmer,calm,aj1
calmest,calm,aj2
calming,calm,vg
calms,calm,vs
calved,calve,vd
calves,calf,ns
calves,calve,vs
calving,calve,vg
calyxes,calyx,ns
cambers,camber,ms
came,come,vd
came,cum,vd
camels,camel,ns
cameos,cameo,ns
cameras,camera,ns
camos,camo,ns
camped,camp,vd
camper,camp,aj1
campers,camper,ns
campier,campy,aj1
camping,camp,vg
camps,camp,ms
cams,cam,ns
canals,canal,ns
canapes,canape,ns
canards,canard,ns
cancans,cancan,ns
cancels,cancel,vs
cancers,cancer,ns
candied,candy,vd
candies,candy,ms
candled,candle,vd
candles,candle,ms
caned,cane,vd
caners,caner,ns
canes,cane,ms
canines,canine,ns
caning,cane,vg
cankers,canker,ms
canned,can,vd
cannier,canny,aj1
canning,can,vg
cannons,cannon,ns
cannons,cannon,vs
canoed,canoe,vd
canoes,canoe,ms
canons,canon,ns
cans,can,ns
cans,can,vs
canted,cant,vd
canters,canter,ms
canting,cant,vg
cantons,canton,ns
cantors,cantor,ns
cantos,canto,ns
cants,cant,ms
canyons,canyon,ns
capered,caper,vd
capers,caper,ms
capes,cape,ns
caplets,caplet,ns
capons,capon,ns
capos,capo,ns
capped,cap,vd
capping,cap,vg
caps,cap,ms
captors,captor,ns
carafes,carafe,ns
carats,carat,ns
carbons,carbon,ns
carboys,carboy,ns
carbs,carb,ns
carded,card,vd
carders,carder,ns
cardies,cardie,ns
carding,card,vg
cards,card,ms
cared,care,vd
careens,careen,vs
careers,career,ms
carers,carer,ns
cares,care,ms
carets,caret,ns
cargoes,cargo,ns
carhops,carhop,ns
caring,care,vg
carnies,carny,ns
carobs,carob,ns
caroled,carol,vd
carols,carol,ms
caromed,carom,vd
caroms,carom,ms
carpals,carpal,ns
carped,carp,vd
carpels,carpel,ns
carpers,carper,ns
carpets,carpet,ms
carpi,carpus,ns
carping,carp,vg
carps,carp,ns
carps,carp,vs
carrels,carrel,ns
carried,carry,vd
carries,carry,ms
carrots,carrot,ns
cars,car,ns
carted,cart,vd
cartels,cartel,ns
carters,carter,ns
carting,cart,vg
cartons,carton,ns
carts,cart,ms
carved,carve,vd
carvers,carver,ns
carves,carve,vs
carving,carve,vg
casabas,casaba,ns
casas,casa,ns
cased,case,vd
cases,case,ms
cashed,cash,vd
cashes,cash,vs
cashews,cashew,ns
cashing,cash,vg
casing,case,vg
casings,casing,ns
casinos,casino,ns
caskets,casket,ns
casks,cask,ns
cassias,cassia,ns
casters,caster,ns
castes,caste,ns
casting,cast,vg
castled,castle,vd
castles,castle,ms
castors,castor,ns
casts,cast,ms
casuals,casual,ns
catches,catch,ms
catered,cater,vd
caters,cater,vs
cations,cation,ns
catkins,catkin,ns
catnaps,catnap,ms
cats,cat,ns
cattier,catty,aj1
caught,catch,vd
caulked,caulk,vd
caulks,caulk,vs
caused,cause,vd
causers,causer,ns
causes,cause,ms
causing,cause,vg
caveats,caveat,ns
caved,cave,vd
cavemen,caveman,ns
caverns,cavern,ns
cavers,caver,ns
caves,cave,ms
caviled,cavil,vd
cavils,cavil,ms
caving,cave,vg
cavorts,cavort,vs
cawed,caw,vd
cawing,caw,vg
caws,caw,ms
cays,cay,ns
cayuses,cayuse,ns
ceased,cease,vd
ceases,cease,vs
ceasing,cease,vg
ceca,cecum,ns
cedars,cedar,ns
ceded,cede,vd
ceders,ceder,ns
cedes,cede,vs
ceding,cede,vg
celebs,celeb,ns
cellars,cellar,ns
cellos,cello,ns
cells,cell,ns
cements,cement,vs
censers,censer,ns
censors,censor,ms
centers,center,ns
centers,center,vs
cents,cent,ns
cereals,cereal,ns
certs,cert,ns
chadors,chador,ns
chafed,chafe,vd
chafes,chafe,vs
chaffed,chaff,vd
chaffs,chaff,vs
chafing,chafe,vg
chained,chain,vd
chains,chain,ms
chaired,chair,vd
chairs,chair,ms
chaises,chaise,ns
chakras,chakra,ns
chalets,chalet,ns
chalked,chalk,vd
chalks,chalk,ms
champed,champ,vd
champs,champ,ms
chanced,chance,vd
chances,chance,ms
changed,change,vd
changes,change,ms
chanted,chant,vd
chants,chant,ms
chapels,chapel,ns
chapped,chap,vd
chaps,chap,ms
charged,charge,vd
charges,charge,ms
charier,chary,aj1
charmed,charm,vd
charms,charm,ms
charred,char,vd
chars,char,ns
chars,char,vs
charted,chart,vd
charts,chart,ms
chased,chase,vd
chasers,chaser,ns
chases,chase,ms
chasing,chase,vg
chasms,chasm,ns
chaster,chaste,aj1
chats,chat,ms
chatted,chat,vd
cheaper,cheap,aj1
cheated,cheat,vd
cheats,cheat,ms
checked,check,vd
checks,check,ns
checks,check,vs
cheeked,cheek,vd
cheeks,cheek,ms
cheeped,cheep,vd
cheeps,cheep,ms
cheered,cheer,vd
cheers,cheer,ms
cheeses,cheese,ns
chefs,chef,ns
cherubs,cherub,ns
chests,chest,ns
chewed,chew,vd
chewers,chewer,ns
chewier,chewy,aj1
chewing,chew,vg
chews,chew,ms
chicer,chic,aj1
chicest,chic,aj2
chichis,chichi,ns
chicks,chick,ns
chided,chide,vd
chided,chide,vn
chides,chide,vs
chiding,chide,vg
chiefer,chief,aj1
chiefs,chief,ns
chilies,chili,ns
chilled,chill,vd
chiller,chill,aj1
chills,chill,ms
chimed,chime,vd
chimers,chimer,ns
chimes,chime,ms
chiming,chime,vg
chimps,chimp,ns
chines,chine,ns
chinked,chink,vd
chinks,chink,ms
chinned,chin,vd
chinos,chino,ns
chins,chin,ms
chipped,chip,vd
chips,chip,ms
chirped,chirp,vd
chirps,chirp,ms
chis,chi,ns
chisels,chisel,ms
chits,chit,ns
chives,chive,ns
chivied,chivy,vd
chivies,chivy,vs
chocked,chock,vd
chocks,chock,ms
chocs,choc,ns
choicer,choice,aj1
choices,choice,ns
choirs,choir,ns
choked,choke,vd
chokers,choker,ns
chokes,choke,ms
choking,choke,vg
chomped,chomp,vd
chomps,chomp,ms
chooses,choose,vs
chopped,chop,vd
chops,chop,ms
chorals,choral,ns
chords,chord,ns
chores,chore,ns
chose,choose,vd
chosen,choose,vn
chowed,chow,vd
chowing,chow,vg
chows,chow,ms
chromed,chrome,vd
chromes,chrome,vs
chubs,chub,ns
chucked,chuck,vd
chucks,chuck,ms
chugged,chug,vd
chugs,chug,ms
chukkas,chukka,ns
chummed,chum,vd
chumps,chump,ns
chums,chum,ms
chunked,chunk,vd
chunks,chunk,ns
churls,churl,ns
churned,churn,vd
churns,churn,ms
churros,churro,ns
chutes,chute,ns
chyrons,chyron,ns
cicadas,cicada,ns
ciders,cider,ns
cigars,cigar,ns
cilia,cilium,ns
cinched,cinch,vd
cinches,cinch,ms
cinders,cinder,ms
cinemas,cinema,ns
ciphers,cipher,ms
circled,circle,vd
circles,circle,ms
cirques,cirque,ns
cirri,cirrus,ns
cited,cite,vd
cites,cite,ms
cities,city,ns
citing,cite,vg
citrons,citron,ns
civets,civet,ns
clacked,clack,vd
clacks,clack,ms
clades,clade,ns
claimed,claim,vd
claims,claim,ms
clammed,clam,vd
clamors,clamor,ms
clamped,clamp,vd
clamps,clamp,ms
clams,clam,ms
clanged,clang,vd
clangs,clang,ms
clanked,clank,vd
clanks,clank,ms
clans,clan,ns
clapped,clap,vd
claps,clap,ms
claques,claque,ns
clarets,claret,ns
clashed,clash,vd
clashes,clash,ms
clasped,clasp,vd
clasps,clasp,ms
classed,class,vd
classes,class,ms
clauses,clause,ns
clawed,claw,vd
clawing,claw,vg
claws,claw,ms
clayier,clayey,aj1
cleaned,clean,vd
cleaner,clean,a1
cleans,clean,vs
cleared,clear,vd
clearer,clear,a1
clears,clear,ms
cleats,cleat,ns
cleaved,cleave,vd
cleaved,cleave,vn
cleaves,cleave,vs
clefs,clef,ns
clefts,cleft,ns
clerics,cleric,ns
clerked,clerk,vd
clerks,clerk,ms
clewed,clew,vd
clewing,clew,vg
clews,clew,ms
cliches,cliche,ns
clicked,click,vd
clicks,click,ms
clients,client,ns
cliffs,cliff,ns
climbed,climb,vd
climbs,climb,ms
climes,clime,ns
clings,cling,vs
clinics,clinic,ns
clinked,clink,vd
clinks,clink,ms
clipped,clip,vd
clipped,clip,vn
clips,clip,ns
clips,clip,vs
cliques,clique,ns
clits,clit,ns
cloacae,cloaca,ns
cloaked,cloak,vd
cloaks,cloak,ms
cloches,cloche,ns
clocked,clock,vd
clocks,clock,ms
clods,clod,ns
clogged,clog,vd
clogs,clog,ms
clomped,clomp,vd
clomps,clomp,vs
cloned,clone,vd
clones,clone,ns
clones,clone,vs
cloning,clone,vg
clonked,clonk,vd
clonks,clonk,ms
clopped,clop,vd
clops,clop,ms
closed,close,vd
closer,close,a1
closers,closer,ns
closes,close,ms
closest,close,a2
closets,closet,ms
closing,close,vg
clothed,clothe,vd
clothes,clothe,vs
cloths,cloth,ns
clots,clot,ms
clotted,clot,vd
clouded,cloud,vd
clouds,cloud,ms
clouted,clout,vd
clouts,clout,ms
clovers,clover,ns
cloves,clove,ns
clowned,clown,vd
clowns,clown,ms
cloyed,cloy,vd
cloying,cloy,vg
cloys,cloy,vs
clubbed,club,vd
clubs,club,ms
clucked,cluck,vd
clucks,cluck,ms
clued,clue,vd
clues,clue,ms
cluing,clue,vg
clumped,clump,vd
clumps,clump,ms
clung,cling,vd
clunked,clunk,vd
clunks,clunk,ms
coached,coach,vd
coaches,coach,ms
coaled,coal,vd
coaling,coal,vg
coals,coal,ms
coarser,coarse,aj1
coasted,coast,vd
coasts,coast,ms
coated,coat,vd
coating,coat,vg
coats,coat,ms
coaxed,coax,vd
coaxers,coaxer,ns
coaxes,coax,vs
coaxing,coax,vg
cobbers,cobber,ns
cobbled,cobble,vd
cobbles,cobble,ms
cobnuts,cobnut,ns
cobras,cobra,ns
cobs,cob,ns
cobwebs,cobweb,ns
cocci,coccus,ns
cocked,cock,vd
cockers,cocker,ns
cockier,cocky,aj1
cocking,cock,vg
cockles,cockle,ns
cocks,cock,ms
cocoas,cocoa,ns
cocoons,cocoon,ms
cocos,coco,ns
codas,coda,ns
coddled,coddle,vd
coddles,coddle,vs
codecs,codec,ns
coded,code,vd
coders,coder,ns
codes,code,ms
codgers,codger,ns
codices,codex,ns
coding,code,vg
codons,codon,ns
cods,cod,ns
coeds,coed,ns
coerced,coerce,vd
coerces,coerce,vs
coevals,coeval,ns
coffees,coffee,ns
coffers,coffer,ns
coffins,coffin,ms
cognacs,cognac,ns
cogs,cog,ns
coheirs,coheir,ns
cohered,cohere,vd
coheres,cohere,vs
cohorts,cohort,ns
cohos,coho,ns
cohosts,cohost,ms
coiffed,coif,vd
coifs,coif,ms
coiled,coil,vd
coiling,coil,vg
coils,coil,ms
coined,coin,vd
coiners,coiner,ns
coining,coin,vg
coins,coin,ms
coked,coke,vd
cokes,coke,vs
coking,coke,vg
colas,cola,ns
colder,cold,aj1
coldest,cold,aj2
colds,cold,ns
coleys,coley,ns
collars,collar,ms
collies,collie,ns
colones,colon,ns
colons,colon,ns
colored,color,vd
colors,color,ms
colossi,colossus,ns
cols,col,ns
colts,colt,ns
columns,column,ns
comas,coma,ns
combats,combat,ms
combed,comb,vd
combers,comber,ns
combing,comb,vg
combos,combo,ns
combs,comb,ms
comers,comer,ns
comes,come,vs
comets,comet,ns
comfier,comfy,aj1
comfits,comfit,ns
comics,comic,ns
coming,come,vg
comings,coming,ns
commas,comma,ns
commies,commie,ns
commits,commit,vs
commons,common,ns
comped,comp,vd
compels,compel,vs
comping,comp,vg
comps,comp,ms
conchs,conch,ns
concurs,concur,vs
condoms,condom,ns
condors,condor,ns
condos,condo,ns
coned,cone,vd
cones,cone,ns
cones,cone,vs
coneys,coney,ns
confabs,confab,ms
confers,confer,vs
congaed,conga,vd
congas,conga,ms
congers,conger,ns
conics,conic,ns
coning,cone,vg
conked,conk,vd
conkers,conker,ns
conking,conk,vg
conks,conk,ms
conned,con,vd
conning,con,vg
cons,con,ms
consuls,consul,ns
conveys,convey,vs
convoys,convoy,ms
cooed,coo,vd
cooing,coo,vg
cooked,cook,vd
cookers,cooker,ns
cookies,cookie,ns
cooking,cook,vg
cooks,cook,ms
cooled,cool,vd
cooler,cool,aj1
coolers,cooler,ns
coolest,cool,aj2
coolies,coolie,ns
cooling,cool,vg
cools,cool,vs
cooped,coop,vd
coopers,cooper,ms
cooping,coop,vg
coops,coop,ns
coops,coop,vs
coos,coo,ms
cooties,cootie,ns
coots,coot,ns
coped,cope,vd
copes,cope,ms
copied,copy,vd
copiers,copier,ns
copies,copy,ms
coping,cope,vg
copings,coping,ns
copped,cop,vd
coppers,copper,ns
copping,cop,vg
cops,cop,ms
copses,copse,ns
copters,copter,ns
copulas,copula,ns
copying,copy,vg
corals,coral,ns
corbels,corbel,ns
corded,cord,vd
cording,cord,vg
cordons,cordon,ms
cords,cord,ms
cored,core,vd
corers,corer,ns
cores,core,ms
corgis,corgi,ns
coring,core,vg
corked,cork,vd
corkers,corker,ns
corking,cork,vg
corks,cork,ms
corms,corm,ns
corneas,cornea,ns
corned,corn,vd
corners,corner,ms
cornets,cornet,ns
cornier,corny,aj1
corning,corn,vg
corns,corn,ms
coronas,corona,ns
corpora,corpus,ns
corpses,corpse,ns
corrals,corral,ms
corries,corrie,ns
corsets,corset,ms
coshed,cosh,vd
coshes,cosh,ms
coshing,cosh,vg
cosigns,cosign,vs
cosines,cosine,ns
cossets,cosset,vs
costars,costar,ms
costed,cost,vd
costing,cost,vg
costs,cost,ns
costs,cost,vs
cotes,cote,ns
cots,cot,ns
cottars,cottar,ns
cotters,cotter,ns
cottons,cotton,ms
couched,couch,vd
couches,couch,ms
cougars,cougar,ns
coughed,cough,vd
coughs,cough,ms
could,can,vd
coulees,coulee,ns
counted,count,vd
counts,count,ms
coupes,coupe,ns
coupled,couple,vd
couples,couple,ms
coupons,coupon,ns
coups,coup,ns
coursed,course,vd
courses,course,ms
courted,court,vd
courts,court,ms
cousins,cousin,ns
covens,coven,ns
covered,cover,vd
covers,cover,ms
coverts,covert,ns
coves,cove,ns
coveted,covet,vd
covets,covet,vs
coveys,covey,ns
cowards,coward,ns
cowboys,cowboy,ns
cowed,cow,vd
cowered,cower,vd
cowers,cower,vs
cowing,cow,vg
cowls,cowl,ns
cowmen,cowman,ns
cowpats,cowpat,ns
cowries,cowrie,ns
cows,cow,ns
cows,cow,vs
coxed,cox,vd
coxes,cox,ms
coxing,cox,vg
coyer,coy,aj1
coyest,coy,aj2
coyotes,coyote,ns
coypus,coypu,ns
cozened,cozen,vd
cozens,cozen,vs
cozied,cozy,vd
cozier,cozy,aj1
cozies,cozy,ns
cozies,cozy,vs
coziest,cozy,aj2
cozying,cozy,vg
crabbed,crab,vd
crabs,crab,ms
cracked,crack,vd
cracks,crack,ms
cradled,cradle,vd
cradles,cradle,ms
crafted,craft,vd
crafts,craft,ms
crags,crag,ns
crammed,cram,vd
cramped,cramp,vd
cramps,cramp,ms
crams,cram,vs
craned,crane,vd
cranes,crane,ms
craning,crane,vg
cranked,crank,vd
cranks,crank,ms
crapes,crape,ns
crashed,crash,vd
crashes,crash,ms
crasser,crass,aj1
crated,crate,vd
craters,crater,ms
crates,crate,ms
crating,crate,vg
cravats,cravat,ns
craved,crave,vd
cravens,craven,ns
craves,crave,vs
craving,crave,vg
crawled,crawl,vd
crawls,crawl,ms
craws,craw,ns
crayons,crayon,ms
crazed,craze,vd
crazes,craze,ms
crazier,crazy,aj1
crazies,crazy,ns
crazing,craze,vg
creaked,creak,vd
creaks,creak,ms
creamed,cream,vd
creams,cream,ms
creased,crease,vd
creases,crease,ms
created,create,vd
creates,create,vs
creches,creche,ns
credits,credit,ms
credos,credo,ns
creeds,creed,ns
creeks,creek,ns
creels,creel,ns
creeps,creep,ms
cremes,creme,ns
creoles,creole,ns
crepes,crepe,ns
crept,creep,vd
crested,crest,vd
crests,crest,ms
cretins,cretin,ns
crewed,crew,vd
crewing,crew,vg
crewmen,crewman,ns
crews,crew,ms
cribbed,crib,vd
cribs,crib,ms
cricked,crick,vd
cricks,crick,ms
cried,cry,vd
criers,crier,ns
cries,cry,ms
crimes,crime,ns
crimped,crimp,vd
crimps,crimp,ms
cringed,cringe,vd
cringes,cringe,ms
crises,crisis,ns
crisped,crisp,vd
crisper,crisp,aj1
crisps,crisp,ms
critics,critic,ns
croaked,croak,vd
croaks,croak,ms
crocks,crock,ns
crofts,croft,ns
crones,crone,ns
cronies,crony,ns
crooked,crook,vd
crooks,crook,ms
crooned,croon,vd
croons,croon,ms
cropped,crop,vd
crops,crop,ms
crossed,cross,vd
crosser,cross,aj1
crosses,cross,ms
crowded,crowd,vd
crowds,crowd,ms
crowed,crow,vd
crowing,crow,vg
crowned,crown,vd
crowns,crown,ms
crows,crow,ms
cruder,crude,aj1
crudest,crude,aj2
crueler,cruel,aj1
cruets,cruet,ns
cruised,cruise,vd
cruises,cruise,ms
crumbed,crumb,vd
crumbs,crumb,ms
cruses,cruse,ns
crushed,crush,vd
crushes,crush,ms
crusted,crust,vd
crusts,crust,ms
cruxes,crux,ns
crying,cry,vg
cryings,crying,ns
crypts,crypt,ns
cubbies,cubby,ns
cubed,cube,vd
cubers,cuber,ns
cubes,cube,ms
cubing,cube,vg
cubists,cubist,ns
cubits,cubit,ns
cuboids,cuboid,ns
cubs,cub,ns
cuckoos,cuckoo,ns
cuddled,cuddle,vd
cuddles,cuddle,ms
cudgels,cudgel,ms
cuds,cud,ns
cued,cue,vd
cues,cue,ms
cuffed,cuff,vd
cuffing,cuff,vg
cuffs,cuff,ms
cuing,cue,vg
culled,cull,vd
culling,cull,vg
culls,cull,ms
cults,cult,ns
cumbers,cumber,vs
cumming,cum,vg
cums,cum,vs
cumuli,cumulus,ns
cupfuls,cupful,ns
cupids,cupid,ns
cupolas,cupola,ns
cuppas,cuppa,ns
cupped,cup,vd
cupping,cup,vg
cups,cup,ms
curated,curate,vd
curates,curate,ms
curbed,curb,vd
curbing,curb,vg
curbs,curb,ms
curbs,curb,ns
curbs,curb,vs
curdled,curdle,vd
curdles,curdle,vs
curds,curd,ns
cured,cure,vd
curers,curer,ns
cures,cure,ms
curfews,curfew,ns
curiae,curia,ns
curies,curie,ns
curing,cure,vg
curios,curio,ns
curled,curl,vd
curlers,curler,ns
curlews,curlew,ns
curlier,curly,aj1
curling,curl,vg
curls,curl,ms
curried,curry,vd
curries,curry,ms
curs,cur,ns
cursed,curse,vd
curses,curse,ms
cursing,curse,vg
cursors,cursor,ns
curter,curt,aj1
curtest,curt,aj2
curved,curve,vd
curves,curve,ms
curvier,curvy,aj1
curving,curve,vg
cushier,cushy,aj1
cuspids,cuspid,ns
cusps,cusp,ns
cussed,cuss,vd
cusses,cuss,ms
cussing,cuss,vg
customs,custom,ns
cuter,cute,aj1
cutest,cute,aj2
cuteys,cutey,ns
cuties,cutie,ns
cutlers,cutler,ns
cutlets,cutlet,ns
cutoffs,cutoff,ns
cutouts,cutout,ns
cuts,cut,ms
cutters,cutter,ns
cutting,cut,vg
cutups,cutup,ns
cyborgs,cyborg,ns
cycled,cycle,vd
cycles,cycle,ms
cycling,cycle,vg
cygnets,cygnet,ns
cymbals,cymbal,ns
cynics,cynic,ns
cysts,cyst,ns
czars,czar,ns
dabbed,dab,vd
dabbers,dabber,ns
dabbing,dab,vg
dabbled,dabble,vd
dabbles,dabble,vs
dabs,dab,ms
daces,dace,ns
dachas,dacha,ns
dactyls,dactyl,ns
daddies,daddy,ns
dadoes,dado,ns
dads,dad,ns
daemons,daemon,ns
daffier,daffy,aj1
dafter,daft,aj1
daftest,daft,aj2
daggers,dagger,ns
dagoes,dago,ns
dagos,dago,ns
dags,dag,ns
dahlias,dahlia,ns
dailies,daily,ns
dairies,dairy,ns
daises,dais,ns
daisies,daisy,ns
dales,dale,ns
dallied,dally,vd
dallies,dally,vs
damaged,damage,vd
damages,damage,vs
damasks,damask,vs
dames,dame,ns
dammed,dam,vd
damming,dam,vg
damned,damn,vd
damning,damn,vg
damns,damn,ms
damped,damp,vd
dampens,dampen,vs
damper,damp,aj1
dampers,damper,ns
dampest,damp,aj2
damping,damp,vg
damps,damp,vs
dams,dam,ms
damsels,damsel,ns
damsons,damson,ns
danced,dance,vd
dancers,dancer,ns
dances,dance,ms
dancing,dance,vg
dandier,dandy,aj1
dandies,dandy,ns
dandled,dandle,vd
dandles,dandle,vs
danged,dang,vd
dangers,danger,ns
danging,dang,vg
dangled,dangle,vd
dangles,dangle,vs
dangs,dang,vs
danker,dank,aj1
dankest,dank,aj2
dappled,dapple,vd
dapples,dapple,ms
dared,dare,vd
darers,darer,ns
dares,dare,ns
dares,dare,vs
daring,dare,vg
darkens,darken,vs
darker,dark,aj1
darkest,dark,aj2
darkies,darkie,ns
darned,darn,vd
darners,darner,ns
darning,darn,vg
darns,darn,ms
darted,dart,vd
darters,darter,ns
darting,dart,vg
darts,dart,ms
dashed,dash,vd
dashers,dasher,ns
dashes,dash,ms
dashing,dash,vg
data,datum,ns
dated,date,vd
daters,dater,ns
dates,date,ms
dating,date,vg
datives,dative,ns
daubed,daub,vd
daubers,dauber,ns
daubing,daub,vg
daubs,daub,ms
daunted,daunt,vd
daunts,daunt,vs
davits,davit,ns
dawdled,dawdle,vd
dawdles,dawdle,vs
dawned,dawn,vd
dawning,dawn,vg
dawns,dawn,ms
daybeds,daybed,ns
days,day,ns
dazed,daze,vd
dazes,daze,ms
dazing,daze,vg
dazzled,dazzle,vd
dazzles,dazzle,vs
deacons,deacon,ns
deadens,deaden,vs
deader,dead,a1
deadest,dead,a2
deafens,deafen,vs
deafer,deaf,aj1
deafest,deaf,aj2
dealers,dealer,ns
dealing,deal,vg
deals,deal,ms
dealt,deal,vd
deans,dean,ns
dearer,dear,a1
dearest,dear,a2
dearies,deary,ns
dears,dear,ns
dearths,dearth,ns
deaths,death,ns
debarks,debark,vs
debars,debar,vs
debased,debase,vd
debases,debase,vs
debated,debate,vd
debates,debate,ms
debited,debit,vd
debits,debit,ms
debs,deb,ns
debtors,debtor,ns
debts,debt,ns
debugs,debug,vs
debunks,debunk,vs
debuted,debut,vd
debuts,debut,ms
decades,decade,ns
decaffs,decaff,ns
decafs,decaf,ns
decals,decal,ns
decamps,decamp,vs
decants,decant,vs
decayed,decay,vd
decays,decay,vs
deceits,deceit,ns
decided,decide,vd
decides,decide,vs
decked,deck,vd
decking,deck,vg
decks,deck,ms
declaws,declaw,vs
decoded,decode,vd
decodes,decode,vs
decors,decor,ns
decoyed,decoy,vd
decoys,decoy,ms
decreed,decree,vd
decrees,decree,ms
decried,decry,vd
decries,decry,vs
deduced,deduce,vd
deduces,deduce,vs
deducts,deduct,vs
deeded,deed,vd
deeding,deed,vg
deeds,deed,ms
deejays,deejay,ns
deemed,deem,vd
deeming,deem,vg
deems,deem,vs
deepens,deepen,vs
deeper,deep,a1
deepest,deep,a2
deeps,deep,ns
defaced,deface,vd
defaces,deface,vs
defamed,defame,vd
defames,defame,vs
defangs,defang,vs
defeats,defeat,ms
defects,defect,ms
defends,defend,vs
defers,defer,vs
deffer,def,aj1
deffest,def,aj2
defied,defy,vd
defies,defy,vs
defiled,defile,vd
defiles,defile,ms
defined,define,vd
defines,define,vs
defogs,defog,vs
deforms,deform,vs
defrays,defray,vs
defter,deft,aj1
deftest,deft,aj2
defunds,defund,vs
defused,defuse,vd
defuses,defuse,vs
defying,defy,vg
degases,degas,vs
degrees,degree,ns
deiced,deice,vd
deicers,deicer,ns
deices,deice,vs
deicing,deice,vg
deified,deify,vd
deifies,deify,vs
deigned,deign,vd
deigns,deign,vs
deists,deist,ns
