catalpa,4
catarrh,4
catbird,4
catboat,4
catcall,4
catcher,3
catches,3
catchup,4
catered,3
caterer,3
catfish,3
catguts,4
cathode,3
cations,4
catkins,4
catlike,4
catnaps,4
catnips,4
catsups,4
cattail,4
cattier,4
cattily,4
catwalk,3
caulked,4
caulker,4
causers,4
causing,2
caustic,3
caution,3
cavalry,3
caveats,3
caveman,3
cavemen,4
caverns,3
caviare,4
caviars,4
caviled,4
caviler,4
cavings,4
cavorts,4
cayenne,3
caymans,4
cayuses,4
ceasing,3
cedilla,4
ceiling,2
celesta,4
cellars,3
cellist,3
cementa,4
cements,3
censers,4
censors,3
censure,3
centaur,3
centavo,4
centers,2
centime,4
central,1
centred,3
centres,2
century,1
ceramic,3
cereals,3
cerebra,4
cerises,4
ceriums,4
cermets,4
certain,1
certify,3
cesiums,4
cession,4
chaffed,4
chafing,4
chagrin,3
chained,3
chaired,3
chaises,4
chalets,4
chalice,3
chalked,3
challis,4
chamber,2
chamois,4
chamoix,4
champed,4
chanced,4
chancel,3
chances,2
chancre,4
changed,1
changer,3
changes,1
channel,2
chanson,4
chanted,3
chanter,4
chantey,4
chaoses,4
chaotic,3
chapeau,4
chapels,3
chaplet,4
chapped,4
chapter,2
charade,3
charged,2
charger,3
charges,2
charier,4
charily,4
chariot,3
charity,2
charmed,3
charmer,3
charred,3
charted,3
charter,2
chasers,3
chasing,2
chassis,3
chasten,4
chaster,4
chateau,3
chatted,3
chattel,4
chatter,3
cheapen,4
cheaper,2
cheaply,3
cheated,3
cheater,3
checked,2
checker,3
checkup,3
cheddar,3
cheeked,4
cheeped,4
cheered,3
cheerer,4
cheerio,4
cheeses,3
cheetah,3
chemise,4
chemist,3
cheques,3
cherish,3
cheroot,4
cherubs,4
chervil,4
chesses,4
chested,3
cheviot,4
chevron,3
chewers,4
chewier,4
chewing,3
chicane,4
chicest,4
chichis,4
chicken,2
chicles,4
chicory,4
chidden,4
chiding,4
chiefer,4
chiefly,3
chiffon,3
chigger,4
chignon,4
chilies,4
chilled,3
chiller,4
chimera,3
chimers,4
chiming,3
chimney,3
chinked,4
chinned,4
chintzy,4
chipped,3
chipper,3
chirped,4
chirrup,4
chisels,4
chitins,4
chloral,4
chocked,4
choicer,4
choices,2
chokers,4
choking,3
cholera,3
cholers,4
chomped,4
chooser,4
chooses,3
choosey,4
chopped,3
chopper,3
chorale,4
chorals,4
chordal,4
choreas,4
choroid,4
chortle,4
chowder,3
chowing,4
chrisms,4
chromed,4
chromes,4
chronic,2
chucked,3
chuckle,3
chugged,4
chukkas,4
chummed,4
churned,4
churner,4
chutney,3
chutzpa,4
cicadae,4
cicadas,4
cigaret,4
cinched,4
cinches,4
cinders,4
cinemas,3
ciphers,4
circled,3
circles,2
circlet,4
circuit,2
cirques,4
cistern,4
citadel,3
citizen,2
citrons,4
citrous,4
civilly,4
civvies,4
clacked,4
claimed,2
claimer,4
clamber,4
clammed,4
clamors,4
clamour,4
clamped,3
clanged,4
clangor,4
clanked,4
clapped,3
clapper,3
claques,4
clarets,4
clarify,3
clarion,3
clarity,3
clashed,3
clashes,3
clasped,4
classed,3
classes,2
classic,2
clatter,4
clausal,4
clauses,3
clavier,4
clawing,3
clayier,4
cleaned,2
cleaner,3
cleanly,3
cleanse,3
cleanup,3
cleared,2
clearer,3
clearly,2
cleaved,4
cleaver,3
cleaves,4
clement,3
clerics,3
clerked,4
clewing,4
cliched,4
cliches,3
clicked,3
clicker,4
clients,2
climate,2
climbed,3
climber,3
clinger,4
clinics,3
clinked,4
clinker,4
clipped,3
clipper,3
cliques,4
cliquey,4
cloacae,4
cloacas,4
cloaked,3
clobber,4
cloches,4
clocked,3
clogged,3
clomped,4
cloning,3
clonked,4
clopped,4
closely,2
closest,2
closets,3
closeup,4
closing,2
closure,2
clothed,3
clothes,2
clotted,4
cloture,4
clouded,3
clouted,4
clovers,4
clowned,4
cloying,4
clubbed,4
clucked,4
clueing,4
clumped,4
clunked,4
clunker,4
cluster,3
clutter,3
coached,3
coaches,2
coaling,4
coarsen,4
coarser,4
coastal,2
coasted,4
coaster,3
coating,3
coaxers,4
coaxial,3
coaxing,4
cobalts,4
cobbled,3
cobbler,3
cobbles,4
cobwebs,3
cocaine,3
cocains,4
cochlea,4
cockade,4
cockier,4
cockily,4
cocking,4
cockles,4
cockney,3
cockpit,3
coconut,3
cocoons,4
coddled,4
coddles,4
codeine,3
codfish,4
codgers,4
codices,4
codicil,4
coequal,4
coerced,3
coercer,4
coerces,4
coevals,4
coexist,3
coffees,3
coffers,3
coffins,3
cogency,4
cognacs,4
cognate,4
cohabit,4
coheirs,4
cohered,4
coheres,4
cohorts,3
coiffed,4
coifing,4
coiling,4
coinage,3
coiners,4
coining,4
coldest,3
colicky,4
colitis,3
collage,3
collard,4
collars,3
collate,4
collect,2
colleen,3
college,1
collide,3
collier,3
collies,4
colloid,4
collude,4
cologne,3
colonel,2
colones,4
colored,2
colossi,4
colours,2
coltish,4
columns,3
comaker,4
combats,4
combers,4
combine,2
combing,3
comedic,3
comfier,4
comfits,4
comfort,2
comical,3
comings,4
command,2
commend,3
comment,2
commies,3
commits,3
commode,4
commons,2
commune,3
commute,3
compact,2
company,1
compare,2
compass,3
compeer,4
compels,3
compete,2
compile,3
comping,4
complex,2
comport,4
compose,3
compost,3
compote,4
compute,3
comrade,3
concave,3
conceal,3
concede,3
conceit,3
concept,2
concern,2
concert,2
conches,4
concise,3
concoct,4
concord,3
concurs,4
concuss,4
condemn,3
condign,4
condoes,4
condole,4
condoms,3
condone,3
condors,4
conduce,4
conduct,2
conduit,3
confabs,4
confers,3
confess,3
confide,3
confine,3
confirm,2
conform,3
confuse,3
confute,4
congaed,4
congeal,4
congers,4
congest,4
conical,3
conifer,4
conjoin,4
conjure,3
conking,4
connect,2
conning,4
connive,4
connote,4
conquer,3
consent,2
consign,4
consist,3
console,2
consort,3
consuls,3
consult,3
consume,3
contact,2
contain,2
contemn,4
contend,3
content,1
contest,2
context,2
contort,4
contour,3
control,1
contuse,4
convene,3
convent,3
convert,2
conveys,3
convict,3
convoke,4
convoys,3
cookers,4
cookery,3
cookies,2
cooking,2
cookout,4
coolant,3
coolers,3
coolest,3
coolies,4
cooling,2
coopers,3
cooping,4
cooties,4
copiers,4
copilot,4
copings,4
copious,3
coppers,4
coppery,4
coppice,4
copping,4
copters,4
copulae,4
copulas,4
copycat,3
copying,3
copyist,4
coracle,4
corbels,4
cordage,4
cordial,3
cording,4
cordite,4
cordons,4
corkers,4
corking,4
corncob,4
corneal,3
corneas,4
corners,2
cornets,4
cornice,4
cornier,4
cornily,4
corning,3
cornrow,4
corolla,3
coronae,4
coronal,4
coronas,4
coroner,3
coronet,4
corpora,4
corpses,3
corrals,4
correct,2
corrode,4
corrupt,2
corsage,4
corsair,3
corsets,4
cortege,4
cosiest,4
cosigns,4
cosines,4
cossets,4
costars,4
costing,3
costume,2
coterie,4
cottage,2
cottars,4
cotters,4
cottons,4
cottony,4
couched,4
couches,3
cougars,3
coughed,3
coulees,4
coulomb,4
council,1
counsel,2
counted,2
counter,2
country,1
coupled,3
couples,2
couplet,4
coupons,3
courage,2
courier,3
coursed,4
courser,4
courses,2
courted,3
courtly,4
cousins,3
couture,3
covered,2
coverts,4
coverup,4
coveted,3
cowards,3
cowbell,4
cowbird,4
cowboys,2
cowered,4
cowgirl,3
cowhand,4
cowherd,4
cowhide,4
cowlick,4
cowling,4
cowpoke,4
cowries,4
cowslip,4
coxcomb,4
coyness,4
coyotes,3
cozened,4
coziest,4
crabbed,4
crabber,4
cracked,3
cracker,3
crackle,3
crackly,4
crackup,4
cradled,4
cradles,4
crafted,3
crammed,3
cramped,3
crampon,4
cranial,3
craning,4
cranium,4
cranked,3
crapped,4
crappie,4
crashed,2
crashes,3
crasser,4
crassly,4
craters,3
crating,4
cravats,4
cravens,4
craving,3
crawdad,4
crawled,3
crawler,3
crayons,3
crazier,3
crazies,3
crazily,4
crazing,4
creaked,4
creamed,3
creamer,3
creased,4
creases,3
created,1
creates,2
creator,2
creches,4
credits,2
creeped,3
creeper,3
cremate,4
creoles,4
cresses,4
crested,3
cretins,4
crevice,4
crewels,4
crewing,4
crewman,4
crewmen,4
cribbed,4
cribber,4
cricked,4
cricket,2
crimped,4
crimson,3
cringed,4
cringes,4
crinkle,4
crinkly,4
cripple,3
crisped,4
crisper,4
crisply,4
critics,2
critter,3
croaked,4
crochet,3
crocked,4
cronies,3
crooked,3
crooned,4
crooner,4
cropped,3
cropper,4
croquet,3
crosier,4
crossed,2
crosser,4
crosses,3
crossly,4
crouton,4
crowbar,3
crowded,3
crowing,4
crowned,3
crozier,4
crucial,2
crucify,4
